,original_session_id_hash,session_id_hash,is_purchased-last,product_url_id_list-0,product_url_id_list-1,product_url_id_list-2,product_url_id_list-3,product_url_id_list-4,event_type_list-0,event_type_list-1,event_type_list-2,event_type_list-3,event_type_list-4,product_action_list-0,product_action_list-1,product_action_list-2,product_action_list-3,product_action_list-4,category_list-0,category_list-1,category_list-2,category_list-3,category_list-4,price_list-0,price_list-1,price_list-2,price_list-3,price_list-4,relative_price_list-0,relative_price_list-1,relative_price_list-2,relative_price_list-3,relative_price_list-4,add_product_id,add_nb_interactions,add_has_been_detailed,add_has_been_removed,add_has_been_searched,add_has_been_clicked,add_category_hash,add_price,add_relative_price,session_length,nb_unique_interactions,nb_queries
10,795ab41a19c6aaa65123fd1dfc57fca066f44840fac812581a1d9acd78a3435a,3435,1,1208,2960.0,1979.0,52878.0,28664.0,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,8.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,-3.0622828006744385,13065,2,1,0,0,1,6,9,-3.0622828006744385,72,64,0.0
11,7983d1739673a83c2605ffa71bb1d3596a74dce5936035592c8e915a6611b076,3436,0,52456,1116.0,11808.0,52456.0,64.0,1,2.0,1.0,1.0,2.0,1,2.0,1.0,1.0,2.0,0,2.0,0.0,0.0,2.0,0,4.0,0.0,0.0,5.0,0.001144321635365486,1.1504288911819458,0.001144321635365486,0.001144321635365486,1.1504288911819458,181,2,1,0,0,1,2,4,1.1504288911819458,18,12,0.0
12,7bebed4559c7734d72841742fa69fe94142b320e7578dc21d745ed66c077a3b7,3437,0,2754,79.0,124.0,79.0,124.0,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,1402,3,1,0,0,1,9,9,-2.842440366744995,113,59,1.0
13,7d01cad08aaf47b3f8b7742dc74a2b6af334ea3da515c709b509da8b08e58c8e,3438,1,20759,20759.0,20799.0,4826.0,46.0,1,1.0,1.0,2.0,1.0,1,1.0,1.0,2.0,1.0,0,0.0,0.0,5.0,0.0,0,0.0,0.0,6.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,-1.565448760986328,0.001144321635365486,3211,5,1,0,0,1,1,6,0.001144321635365486,64,34,1.0
14,7d1d39d49ea8327574df8c2bf736efe755c3eee585c3a50e0381056fceb3c989,3439,0,4,10024.0,2.0,3.0,3.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,1084,4,1,0,0,1,2,1,1.1504288911819458,113,52,5.0
15,7f45976401093730901244fda66afe24a2f49c7ac49f22c568a6dd047e793f66,3440,0,2657,5272.0,8256.0,26159.0,5272.0,2,1.0,2.0,1.0,1.0,2,1.0,2.0,1.0,1.0,3,0.0,3.0,0.0,0.0,8,0.0,8.0,0.0,0.0,-1.4949429035186768,0.001144321635365486,-1.4949429035186768,0.001144321635365486,0.001144321635365486,2321,7,1,1,0,1,1,5,0.001144321635365486,113,47,4.0
16,833925145181ad6d6f1dc7c8015c8eb3ae6874b96d129617d599064246ab6354,3441,0,2921,14025.0,2.0,3113.0,84.0,2,1.0,1.0,1.0,2.0,2,1.0,1.0,1.0,2.0,7,0.0,0.0,0.0,7.0,3,0.0,0.0,0.0,3.0,2.3113999366760254,0.001144321635365486,0.001144321635365486,0.001144321635365486,2.3113999366760254,2921,8,1,0,0,1,7,3,2.3113999366760254,113,51,0.0
17,839201981ab4944c53611592fac04eebdbacf76522bd8917aa1e3c8d2909cfbc,3442,0,2799,10.0,728.0,4569.0,728.0,2,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,18,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,-3.227739095687866,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,2799,5,1,0,0,1,18,7,-3.227739095687866,12,6,3.0
18,8626892755c1ce595764fccb2cb95f8efacc4515935b04853d1e977709bb9988,3443,0,2532,33260.0,24644.0,4216.0,90.0,2,1.0,2.0,2.0,1.0,2,1.0,2.0,2.0,1.0,3,0.0,3.0,3.0,0.0,4,0.0,9.0,6.0,0.0,-1.4949429035186768,0.001144321635365486,-1.4949429035186768,-1.4949429035186768,0.001144321635365486,371,2,1,1,0,0,1,8,0.001144321635365486,113,69,1.0
19,86ae44ff0c630dd4cad49035e9f3f416bcb825722baecad6df99868ef25e1c57,3444,1,19149,2948.0,2948.0,3.0,2948.0,1,2.0,2.0,1.0,2.0,1,2.0,3.0,1.0,6.0,0,1.0,1.0,0.0,1.0,0,1.0,1.0,0.0,1.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,2948,10,1,0,0,1,1,1,0.001144321635365486,113,46,0.0
20,8819d14704161523da304c782e9c787adb7d0a761ed22be09a2499cf1a97433e,3445,1,22371,2256.0,54235.0,63741.0,141000.0,1,1.0,1.0,2.0,1.0,1,1.0,1.0,2.0,1.0,0,0.0,0.0,3.0,0.0,0,0.0,0.0,5.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,-1.4949429035186768,0.001144321635365486,6409,2,1,0,0,1,3,4,-1.4949429035186768,61,34,1.0
21,8a84fe32e5584422862b08091d26ccfecbc3ba9cea3fef81f741a5d6fd882e87,3446,0,12213,18111.0,5311.0,15961.0,3244.0,1,1.0,2.0,1.0,2.0,1,1.0,2.0,1.0,2.0,0,0.0,9.0,0.0,9.0,0,0.0,8.0,0.0,8.0,0.001144321635365486,0.001144321635365486,-2.842440366744995,0.001144321635365486,-2.842440366744995,138,2,1,0,0,1,2,1,1.1504288911819458,68,35,0.0
22,9021b1c3b386b861797d4008851035e7ccfb5ebee9d80593a55512df81b9da5f,3447,0,36232,4.0,4088.0,4.0,30170.0,1,1.0,2.0,1.0,1.0,1,1.0,2.0,1.0,1.0,0,0.0,6.0,0.0,0.0,0,0.0,7.0,0.0,0.0,0.001144321635365486,0.001144321635365486,-3.0622828006744385,0.001144321635365486,0.001144321635365486,11820,4,1,0,0,1,6,8,-3.0622828006744385,51,26,2.0
23,910e4df487c494b16fc23b216cd3e32f35df22b3e9424fc2cb4cd93c3f65aa46,3448,0,4998,213.0,2.0,4998.0,213.0,1,2.0,1.0,1.0,2.0,1,2.0,1.0,1.0,2.0,0,5.0,0.0,0.0,5.0,0,9.0,0.0,0.0,9.0,0.001144321635365486,-1.565448760986328,0.001144321635365486,0.001144321635365486,-1.565448760986328,213,6,1,0,0,1,5,9,-1.565448760986328,18,9,9.0
24,996864b0dc9277fe2e37587d441e57bb737fcbfcc0786e0630f23bb9aa136d12,3449,1,2336,3601.0,15807.0,23087.0,7454.0,2,2.0,1.0,1.0,2.0,3,2.0,1.0,1.0,2.0,3,3.0,0.0,0.0,3.0,9,9.0,0.0,0.0,9.0,-1.4949429035186768,-1.4949429035186768,0.001144321635365486,0.001144321635365486,-1.4949429035186768,3070,2,1,0,0,1,3,10,-1.4949429035186768,23,15,1.0
25,9a76df1e48136448ffd38152516486604bc225cab09ae429fa55fe3b8975a389,3450,1,5,5.0,21.0,7.0,9713.0,2,2.0,1.0,2.0,2.0,4,4.0,1.0,6.0,6.0,0,0.0,0.0,0.0,10.0,0,0.0,0.0,0.0,2.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,-0.15017811954021454,9713,10,1,1,0,0,10,2,-0.15017811954021454,113,44,1.0
26,9df3bb5bc26953d12210e7a8bc41955339974b28ec6715627f3d87f5136bc5a1,3451,0,16389,6250.0,2.0,21921.0,6718.0,1,2.0,1.0,1.0,2.0,1,2.0,1.0,1.0,2.0,0,3.0,0.0,0.0,3.0,0,10.0,0.0,0.0,10.0,0.001144321635365486,-1.4949429035186768,0.001144321635365486,0.001144321635365486,-1.4949429035186768,2767,3,1,0,0,1,1,2,0.001144321635365486,113,74,0.0
27,9e898ab03245ebe2f4ceb4884cf770010bdb5aed30e4ec1e147405271af33c4d,3452,1,49864,50622.0,11827.0,4416.0,49888.0,2,2.0,1.0,1.0,1.0,2,2.0,1.0,1.0,1.0,9,9.0,0.0,0.0,0.0,9,9.0,0.0,0.0,0.0,-2.842440366744995,-2.842440366744995,0.001144321635365486,0.001144321635365486,0.001144321635365486,3640,2,1,0,0,1,9,9,-2.842440366744995,31,21,0.0
28,a22c33649b9c253a46ae9b2fa9f3e9237577973847508d72116097fc47a493e2,3453,0,4,14052.0,1952.0,3.0,2.0,1,1.0,2.0,1.0,1.0,1,1.0,3.0,1.0,1.0,0,0.0,3.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.001144321635365486,0.001144321635365486,-1.4949429035186768,0.001144321635365486,0.001144321635365486,313,5,1,0,0,1,3,5,-1.4949429035186768,19,11,7.0
29,a67e861ffacbef7c6746007f33ad4edd363aeb650a099336eb8824f90a068c59,3454,0,21066,21066.0,41933.0,9335.0,26344.0,2,2.0,1.0,2.0,2.0,2,3.0,1.0,2.0,2.0,18,18.0,0.0,79.0,79.0,9,9.0,0.0,9.0,9.0,-3.227739095687866,-3.227739095687866,0.001144321635365486,-2.772740840911865,-2.772740840911865,3227,2,1,0,0,1,18,10,-3.227739095687866,17,14,0.0
30,a9d29e046c80cd8200e87bc8d90a62dee328e645d0b41001bcf2748253daaaaf,3455,0,832,31915.0,8682.0,8682.0,31915.0,2,1.0,2.0,2.0,1.0,2,1.0,2.0,2.0,1.0,4,0.0,4.0,4.0,0.0,2,0.0,2.0,2.0,0.0,0.8603140711784363,0.001144321635365486,0.8603140711784363,0.8603140711784363,0.001144321635365486,136,2,1,0,0,1,4,2,0.8603140711784363,20,16,0.0
31,a9eb5c2a26b12a5e037b6fc4684783efccccf02d6f9b97bb742b4252fac40153,3456,0,587,6543.0,5385.0,23759.0,6543.0,1,1.0,2.0,1.0,1.0,1,1.0,2.0,1.0,1.0,0,0.0,23.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.319285124540329,0.001144321635365486,0.001144321635365486,2508,4,1,0,0,1,4,3,0.8603140711784363,113,60,1.0
32,ebb335b03c8e44485c43b865a357211caae1abfc62505acb1fa891c3386e0a9f,36993,0,2,21237.0,304.0,2.0,3.0,1,1.0,2.0,1.0,1.0,1,1.0,2.0,1.0,1.0,0,0.0,8.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.001144321635365486,0.001144321635365486,2.489870548248291,0.001144321635365486,0.001144321635365486,9326,3,1,1,0,1,6,8,-3.0622828006744385,41,20,2.0
33,ebea3f5d91c2b6e292bd699f0f17a7acee4aa1438f500fcc8707f11b96cf8499,36994,1,5,5.0,7.0,21.0,252.0,2,2.0,2.0,1.0,2.0,4,4.0,6.0,1.0,6.0,0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,3.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.8603140711784363,252,3,1,0,0,1,4,3,0.8603140711784363,41,10,1.0
34,ec7b6ab0b35dca1f909b442c5559196b4936e12e156625f9794012a3987ced23,36995,0,4,4.0,4.0,2.0,3.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,2885,3,1,0,0,1,6,10,-3.0622828006744385,41,29,3.0
35,ec7f9e213200d5405f3199d91978f02636c5c14a306466b3e0fe902de4871b8e,36996,0,2,77113.0,5.0,5.0,2.0,1,2.0,2.0,2.0,1.0,1,4.0,4.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,18240,2,1,0,0,1,4,9,0.8603140711784363,41,23,0.0
36,ec856e8456f8f968676ec5db51581af9f2aee43f4badb9a48e373f7fafd721b2,36997,0,2,319.0,4.0,4.0,1922.0,1,2.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,0,3.0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.001144321635365486,-1.4949429035186768,0.001144321635365486,0.001144321635365486,0.001144321635365486,319,6,1,1,0,1,3,5,-1.4949429035186768,41,14,2.0
37,ecf71e888952c71afbca56091d93ecd1cd6bb76bb7c02604c79e857a465e1851,36998,0,503,2143.0,290.0,518.0,5680.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,8723,2,1,0,0,1,3,7,-1.4949429035186768,31,18,0.0
38,ed9c5dd8fdc3d41829f01ccc9a40fd5a4e1739bc50392acea4785debf765cffa,36999,0,5,2.0,86622.0,5.0,2.0,2,1.0,2.0,2.0,1.0,4,1.0,4.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,6107,3,1,0,0,1,10,10,-0.15017811954021454,41,22,0.0
39,eddfa820bf57520201f8b93f415ccafb995c86fdaa08e2f6a94df5fabe501142,37000,0,92,7791.0,92.0,5661.0,5661.0,2,1.0,2.0,1.0,1.0,2,1.0,2.0,1.0,1.0,4,0.0,4.0,0.0,0.0,7,0.0,7.0,0.0,0.0,0.8603140711784363,0.001144321635365486,0.8603140711784363,0.001144321635365486,0.001144321635365486,92,6,1,0,0,1,4,7,0.8603140711784363,41,15,0.0
40,edf1e6995f4c07970bc8ac24522b8c3453498344bd78c77bfd971db6e9133242,37001,0,4,8171.0,4.0,4.0,512.0,1,2.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,0,3.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.001144321635365486,-1.4949429035186768,0.001144321635365486,0.001144321635365486,0.001144321635365486,3495,2,1,0,0,1,3,5,-1.4949429035186768,31,13,4.0
41,ee079495389bf61e84663d2184dad6e98c5ec301bf7ff1a51767e91538028bab,37002,0,21985,22571.0,23678.0,7371.0,4.0,1,2.0,1.0,2.0,1.0,1,2.0,1.0,2.0,1.0,0,5.0,0.0,5.0,0.0,0,9.0,0.0,9.0,0.0,0.001144321635365486,-1.565448760986328,0.001144321635365486,-1.565448760986328,0.001144321635365486,685,2,1,0,0,1,5,6,-1.565448760986328,25,17,5.0
42,ee59ee44e7001621794552f46e7a6a6705df57b22c7acae008cb4d00d4a797c5,37003,0,14311,5828.0,13362.0,5828.0,14311.0,1,1.0,2.0,1.0,1.0,1,1.0,2.0,1.0,1.0,0,0.0,87.0,0.0,0.0,0,0.0,10.0,0.0,0.0,0.001144321635365486,0.001144321635365486,-4.493760585784912,0.001144321635365486,0.001144321635365486,17033,2,1,0,0,1,102,10,-5.112473964691162,15,10,0.0
43,ee768f2459d8eaaab8c738fea41aa3dede63fad713ba2db8b3d3c9c6ccfc59f3,37004,0,2,49407.0,2.0,6.0,1190.0,1,2.0,1.0,1.0,1.0,1,4.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,5260,3,1,0,0,1,3,5,-1.4949429035186768,21,11,1.0
44,ee8258b4bbcbdce333f06dd11458692801c7f8a2d234ab4d7c357626e10d2e01,37005,1,2,2.0,3.0,8.0,70.0,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,6.0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,4.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,70,15,1,1,0,1,1,4,0.001144321635365486,41,14,1.0
45,ee8c3464ac8a5bf80afd73e422d0afbde3459974d17bc2ad561682c3c319fa5c,37006,0,25515,11380.0,16652.0,1890.0,19331.0,1,2.0,2.0,2.0,1.0,1,2.0,2.0,2.0,1.0,0,4.0,4.0,4.0,0.0,0,6.0,2.0,9.0,0.0,0.001144321635365486,0.8603140711784363,0.8603140711784363,0.8603140711784363,0.001144321635365486,170,5,1,0,0,1,4,2,0.8603140711784363,41,21,0.0
46,ef0a7931db106aceec1ca0bb010ad1bc94345900f03b47529fb0fae20b074d87,37007,1,60661,2.0,3.0,21.0,3314.0,2,1.0,1.0,1.0,2.0,4,1.0,1.0,1.0,6.0,0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,1.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,1.1504288911819458,3314,3,1,0,0,1,2,1,1.1504288911819458,41,29,3.0
47,ef0bf18ef6929972af782f5c8aa9d8c419b6306a11c80463fd10e248433f3a8a,37008,0,75,159.0,8081.0,159.0,6195.0,1,2.0,1.0,2.0,2.0,1,2.0,1.0,2.0,2.0,0,4.0,0.0,4.0,4.0,0,7.0,0.0,7.0,5.0,0.001144321635365486,0.8603140711784363,0.001144321635365486,0.8603140711784363,0.8603140711784363,159,7,1,0,0,1,4,7,0.8603140711784363,41,16,1.0
48,ef2bedf63d0a4cc993e2ade63103f0c4719a2a67d99ca2096ab4e3721e0fb5fb,37009,0,246,4214.0,509.0,6710.0,2036.0,2,1.0,2.0,1.0,2.0,2,1.0,2.0,1.0,2.0,1,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,2.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,1683,2,1,0,0,1,92,9,-3.7571966648101807,31,25,1.0
49,ef4ea28253968edb26f03d9f0c701bf205906c054ef0aad7965b3883957c89a6,37010,0,8921,22634.0,5659.0,5319.0,6427.0,2,1.0,2.0,2.0,2.0,2,1.0,2.0,2.0,2.0,45,0.0,45.0,45.0,45.0,2,0.0,2.0,2.0,2.0,0.1933177411556244,0.001144321635365486,0.1933177411556244,0.1933177411556244,0.1933177411556244,4291,2,1,0,0,1,55,3,3.1055812835693364,41,26,0.0
50,ef52942cd4950d621a5b8c904bb90a6bb5023937b4f9ea23adcf34f3278668a1,37011,1,3707,11819.0,28878.0,33566.0,39582.0,2,2.0,1.0,2.0,1.0,2,2.0,1.0,2.0,1.0,8,5.0,0.0,5.0,0.0,2,5.0,0.0,5.0,0.0,2.489870548248291,-1.565448760986328,0.001144321635365486,-1.565448760986328,0.001144321635365486,1984,4,1,0,0,1,8,4,2.489870548248291,23,18,0.0
51,ef7412a0ec3bdc9500475932fa236ee09f91ac81761e745bb6e8ad41ba7c1c8f,37012,0,16884,2897.0,6560.0,2897.0,10.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,21703,5,1,0,0,1,68,9,-3.99416708946228,41,17,0.0
52,f00bbc288b57636d795733151d6ba1aa522b0cc944a014e185c3a8049025db50,37013,1,8598,8598.0,3.0,8598.0,21.0,2,2.0,1.0,2.0,1.0,2,3.0,1.0,6.0,1.0,3,3.0,0.0,3.0,0.0,8,8.0,0.0,8.0,0.0,-1.4949429035186768,-1.4949429035186768,0.001144321635365486,-1.4949429035186768,0.001144321635365486,8598,6,1,0,0,1,3,8,-1.4949429035186768,41,23,0.0
53,f07970eba2b9063036388db9e5fa71ca8621a32790be997d0962e30be34815b2,37014,0,3042,56.0,56.0,3.0,2.0,1,2.0,2.0,1.0,1.0,1,2.0,3.0,1.0,1.0,0,2.0,2.0,0.0,0.0,0,2.0,2.0,0.0,0.0,0.001144321635365486,1.1504288911819458,1.1504288911819458,0.001144321635365486,0.001144321635365486,56,8,1,1,0,1,2,2,1.1504288911819458,41,18,1.0
54,f082eb8755535fb3e01fe43d29512cd526fa33347315414782e1428cfbd5fe4c,37015,0,4612,4350.0,4350.0,3.0,2.0,1,2.0,2.0,1.0,1.0,1,2.0,3.0,1.0,1.0,0,1.0,1.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,4350,7,1,0,0,1,1,1,0.001144321635365486,35,15,1.0
55,f0dc64afa19f6f6c8a61d588bd31e887e7c3f8121d7c010aaf9d6fbf8b93a9a2,37016,0,19,205.0,9530.0,12.0,3833.0,1,2.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,0,17.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.001144321635365486,2.677468061447144,0.001144321635365486,0.001144321635365486,0.001144321635365486,205,3,1,0,0,1,17,3,2.677468061447144,12,9,0.0
56,f0f3a5e6bfb326be4d75a98bd7ddfd52fa971c637aec4df8d419c1c90a57e76d,37017,1,63092,165.0,200.0,6210.0,35241.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,1327,2,1,0,0,1,2,4,1.1504288911819458,35,20,0.0
57,f20076337999484fe17d62cf567e9de443e99ed911b981d4e9a17aa3103ec544,37018,0,2,3.0,1455.0,2407.0,46524.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,0.001144321635365486,309,6,1,0,0,1,14,1,0.6677858829498291,41,22,0.0
58,f2518760af91e72e664ba4936aa087c59593ebe94825f8569df939c4697c3a3f,37019,0,3725,3725.0,19370.0,20894.0,5923.0,2,2.0,1.0,1.0,2.0,2,3.0,1.0,1.0,2.0,18,18.0,0.0,0.0,18.0,7,7.0,0.0,0.0,9.0,-3.227739095687866,-3.227739095687866,0.001144321635365486,0.001144321635365486,-3.227739095687866,12680,2,1,0,0,1,18,9,-3.227739095687866,14,7,0.0
